CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
5009;5106174;NOVA NAZARE;Nova Nazare;MT
5010;5106190;NOVA SANTA HELENA;Nova Santa Helena;MT
5011;5106315;NOVO SANTO ANTONIO;Novo Santo Antonio;MT
5012;5107578;RONDOLANDIA;Rondolandia;MT
5013;2903276;BARROCAS;Barrocas;BA
5014;2919553;LUIS EDUARDO MAGALHAES;Luis Eduardo Magalhaes;BA
5015;3202256;GOVERNADOR LINDENBERG;Governador Lindenberg;ES
5016;2206720;NAZARIA;Nazaria;PI
5017;1504752;MOJUI DOS CAMPOS;Mojui Dos Campos;PA
5018;4220000;BALNEARIO RINCAO;Balneario Rincao;SC
5019;4212650;PESCARIA BRAVA;Pescaria Brava;SC
5020;5006275;PARAISO DAS AGUAS;Paraiso Das Aguas;MS
5021;4309001;GIRUA;Girua;RS
5022;4309100;GRAMADO;Gramado;RS
5023;4309209;GRAVATAI;Gravatai;RS
5024;4309308;GUAIBA;Guaiba;RS
5025;4309407;GUAPORE;Guapore;RS
5026;4309506;GUARANI DAS MISSOES;Guarani Das Missoes;RS
5027;4309605;HORIZONTINA;Horizontina;RS
5028;4305355;CHARQUEADAS;Charqueadas;RS
5029;4309704;HUMAITA;Humaita;RS
5030;4309803;IBIACA;Ibiaca;RS
5031;4309902;IBIRAIARAS;Ibiraiaras;RS
5032;4310009;IBIRUBA;Ibiruba;RS
5033;4310108;IGREJINHA;Igrejinha;RS
5034;4310207;IJUI;Ijui;RS
5035;4310306;ILOPOLIS;Ilopolis;RS
5036;4310405;INDEPENDENCIA;Independencia;RS
5037;4310504;IRAI;Irai;RS
5038;4310603;ITAQUI;Itaqui;RS
5039;4310702;ITATIBA DO SUL;Itatiba Do Sul;RS
5040;4310801;IVOTI;Ivoti;RS
5041;4310900;JACUTINGA;Jacutinga;RS
5042;4311007;JAGUARAO;Jaguarao;RS
5043;4311106;JAGUARI;Jaguari;RS
5044;4311205;JULIO DE CASTILHOS;Julio De Castilhos;RS
5045;4311304;LAGOA VERMELHA;Lagoa Vermelha;RS
5046;4311403;LAJEADO;Lajeado;RS
5047;4311502;LAVRAS DO SUL;Lavras Do Sul;RS
5048;4311601;LIBERATO SALZANO;Liberato Salzano;RS
5049;4311700;MACHADINHO;Machadinho;RS
5050;4311809;MARAU;Marau;RS
5051;4311908;MARCELINO RAMOS;Marcelino Ramos;RS
5052;4312005;MARIANO MORO;Mariano Moro;RS
5053;4312104;MATA;Mata;RS
5054;4312203;MAXIMILIANO DE ALMEIDA;Maximiliano De Almeida;RS
5055;4312302;MIRAGUAI;Miraguai;RS
5056;4312401;MONTENEGRO;Montenegro;RS
5057;4312500;MOSTARDAS;Mostardas;RS
5058;4312609;MUCUM;Mucum;RS
5059;4312658;NAO-ME-TOQUE;Nao-Me-Toque;RS
5060;4312708;NONOAI;Nonoai;RS
5061;4312807;NOVA ARACA;Nova Araca;RS
5062;4312906;NOVA BASSANO;Nova Bassano;RS
5063;4313003;NOVA BRESCIA;Nova Brescia;RS
5064;4313102;NOVA PALMA;Nova Palma;RS
5065;4313201;NOVA PETROPOLIS;Nova Petropolis;RS
5066;4313300;NOVA PRATA;Nova Prata;RS
5067;4313409;NOVO HAMBURGO;Novo Hamburgo;RS
5068;4313508;OSORIO;Osorio;RS
5069;4313607;PAIM FILHO;Paim Filho;RS
5070;4313706;PALMEIRA DAS MISSOES;Palmeira Das Missoes;RS
5071;4313805;PALMITINHO;Palmitinho;RS
5072;4313904;PANAMBI;Panambi;RS
5073;4314001;PARAI;Parai;RS
5074;4314100;PASSO FUNDO;Passo Fundo;RS
5075;4314209;PEDRO OSORIO;Pedro Osorio;RS
5076;4314308;PEJUCARA;Pejucara;RS
5077;4314407;PELOTAS;Pelotas;RS
5078;4314506;PINHEIRO MACHADO;Pinheiro Machado;RS
5079;4314605;PIRATINI;Piratini;RS
5080;4314704;PLANALTO;Planalto;RS
5081;4314803;PORTAO;Portao;RS
5082;4314902;PORTO ALEGRE;Porto Alegre;RS
5083;4315008;PORTO LUCENA;Porto Lucena;RS
5084;4315107;PORTO XAVIER;Porto Xavier;RS
5085;4315206;PUTINGA;Putinga;RS
5086;4315305;QUARAI;Quarai;RS
5087;4315404;REDENTORA;Redentora;RS
5088;4315503;RESTINGA SECA;Restinga Seca;RS
5089;4315602;RIO GRANDE;Rio Grande;RS
5090;4315701;RIO PARDO;Rio Pardo;RS
5091;4315800;ROCA SALES;Roca Sales;RS
5092;4315909;RODEIO BONITO;Rodeio Bonito;RS
5093;4316006;ROLANTE;Rolante;RS
5094;4316105;RONDA ALTA;Ronda Alta;RS
5095;4316204;RONDINHA;Rondinha;RS
5096;4316303;ROQUE GONZALES;Roque Gonzales;RS
5097;4316402;ROSARIO DO SUL;Rosario Do Sul;RS
5098;4316501;SALVADOR DO SUL;Salvador Do Sul;RS
5099;4316600;SANANDUVA;Sananduva;RS
5100;4316709;SANTA BARBARA DO SUL;Santa Barbara Do Sul;RS
5101;4316808;SANTA CRUZ DO SUL;Santa Cruz Do Sul;RS
5102;4316907;SANTA MARIA;Santa Maria;RS
5103;4317004;SANTANA DA BOA VISTA;Santana Da Boa Vista;RS
5104;4317103;SANTANA DO LIVRAMENTO;Santana Do Livramento;RS
5105;4317202;SANTA ROSA;Santa Rosa;RS
5106;4317301;SANTA VITORIA DO PALMAR;Santa Vitoria Do Palmar;RS
5107;4317400;SANTIAGO;Santiago;RS
5108;4317509;SANTO ANGELO;Santo Angelo;RS
5109;4317608;SANTO ANTONIO DA PATRULHA;Santo Antonio Da Patrulha;RS
5110;4317707;SANTO ANTONIO DAS MISSOES;Santo Antonio Das Missoes;RS
5111;4317806;SANTO AUGUSTO;Santo Augusto;RS
5112;4317905;SANTO CRISTO;Santo Cristo;RS
5113;4318002;SAO BORJA;Sao Borja;RS
5114;4318101;SAO FRANCISCO DE ASSIS;Sao Francisco De Assis;RS
5115;4318200;SAO FRANCISCO DE PAULA;Sao Francisco De Paula;RS
5116;4318309;SAO GABRIEL;Sao Gabriel;RS
5117;4318408;SAO JERONIMO;Sao Jeronimo;RS
5118;4318507;SAO JOSE DO NORTE;Sao Jose Do Norte;RS
5119;4318606;SAO JOSE DO OURO;Sao Jose Do Ouro;RS
5120;4318705;SAO LEOPOLDO;Sao Leopoldo;RS
5121;4318804;SAO LOURENCO DO SUL;Sao Lourenco Do Sul;RS
5122;4318903;SAO LUIZ GONZAGA;Sao Luiz Gonzaga;RS
5123;4319000;SAO MARCOS;Sao Marcos;RS
5124;4319109;SAO MARTINHO;Sao Martinho;RS
5125;4319208;SAO NICOLAU;Sao Nicolau;RS
5126;4319307;SAO PAULO DAS MISSOES;Sao Paulo Das Missoes;RS
5127;4319406;SAO PEDRO DO SUL;Sao Pedro Do Sul;RS
5128;4319505;SAO SEBASTIAO DO CAI;Sao Sebastiao Do Cai;RS
5129;4319604;SAO SEPE;Sao Sepe;RS
5130;4319703;SAO VALENTIM;Sao Valentim;RS
5131;4319901;SAPIRANGA;Sapiranga;RS
5132;4320008;SAPUCAIA DO SUL;Sapucaia Do Sul;RS
5133;4320107;SARANDI;Sarandi;RS
5134;4320206;SEBERI;Seberi;RS
5135;4320305;SELBACH;Selbach;RS
5136;4320404;SERAFINA CORREA;Serafina Correa;RS
5137;4320503;SERTAO;Sertao;RS
5138;4320602;SEVERIANO DE ALMEIDA;Severiano De Almeida;RS
5139;4304630;CAPAO DA CANOA;Capao Da Canoa;RS
5140;4320701;SOBRADINHO;Sobradinho;RS
5141;4320800;SOLEDADE;Soledade;RS
5142;4320909;TAPEJARA;Tapejara;RS
5143;4321006;TAPERA;Tapera;RS
5144;4321105;TAPES;Tapes;RS
5145;4321204;TAQUARA;Taquara;RS
5146;4321303;TAQUARI;Taquari;RS
5147;4321402;TENENTE PORTELA;Tenente Portela;RS
5148;4321501;TORRES;Torres;RS
5149;4321600;TRAMANDAI;Tramandai;RS
5150;4321709;TRES COROAS;Tres Coroas;RS
5151;4321808;TRES DE MAIO;Tres De Maio;RS
5152;4321907;TRES PASSOS;Tres Passos;RS
5153;4322004;TRIUNFO;Triunfo;RS
5154;4322103;TUCUNDUVA;Tucunduva;RS
5155;4322202;TUPANCIRETA;Tupancireta;RS
5156;4322301;TUPARENDI;Tuparendi;RS
5157;4322400;URUGUAIANA;Uruguaiana;RS
5158;4322509;VACARIA;Vacaria;RS
5159;4322608;VENANCIO AIRES;Venancio Aires;RS
5160;4322707;VERA CRUZ;Vera Cruz;RS
5161;4322806;VERANOPOLIS;Veranopolis;RS
5162;4322905;VIADUTOS;Viadutos;RS
5163;4323002;VIAMAO;Viamao;RS
5164;4323101;VICENTE DUTRA;Vicente Dutra;RS
5165;4313656;PALMARES DO SUL;Palmares Do Sul;RS
5166;4323200;VICTOR GRAEFF;Victor Graeff;RS
5167;4321352;TAVARES;Tavares;RS
5168;4304663;CAPAO DO LEAO;Capao Do Leao;RS
5169;4316451;SALTO DO JACUI;Salto Do Jacui;RS
5170;4305959;COTIPORA;Cotipora;RS
5171;5103205;COLIDER;Colider;MT
5172;5106208;NOVA BRASILANDIA;Nova Brasilandia;MT
5173;5106307;PARANATINGA;Paranatinga;MT
5174;5107909;SINOP;Sinop;MT
5175;5100250;ALTA FLORESTA;Alta Floresta;MT
5176;5101258;ARAPUTANGA;Araputanga;MT
5177;5105002;JAURU;Jauru;MT
5178;5107107;SAO JOSE DOS QUATRO MARCOS;Sao Jose Dos Quatro Marcos;MT
5179;5107206;RIO BRANCO;Rio Branco;MT
5180;5107750;SALTO DO CEU;Salto Do Ceu;MT
5181;5106752;PONTES E LACERDA;Pontes E Lacerda;MT
5182;5100102;ACORIZAL;Acorizal;MT
5183;5000203;AGUA CLARA;Agua Clara;MS
5184;5100300;ALTO ARAGUAIA;Alto Araguaia;MT
5185;5100409;ALTO GARCAS;Alto Garcas;MT
5186;5100508;ALTO PARAGUAI;Alto Paraguai;MT
5187;5000609;AMAMBAI;Amambai;MS
5188;5000708;ANASTACIO;Anastacio;MS
5189;5000807;ANAURILANDIA;Anaurilandia;MS
5190;5000906;ANTONIO JOAO;Antonio Joao;MS
5191;5001003;APARECIDA DO TABOADO;Aparecida Do Taboado;MS
5192;5001102;AQUIDAUANA;Aquidauana;MS
5193;5101209;ARAGUAINHA;Araguainha;MT
5194;5101308;ARENAPOLIS;Arenapolis;MT
5195;5101407;ARIPUANA;Aripuana;MT
5196;5001508;BANDEIRANTES;Bandeirantes;MS
5197;5101605;BARAO DE MELGACO;Barao De Melgaco;MT
5198;5101704;BARRA DO BUGRES;Barra Do Bugres;MT
5199;5101803;BARRA DO GARCAS;Barra Do Garcas;MT
5200;5001904;BATAGUASSU;Bataguassu;MS
5201;5002001;BATAYPORA;Bataypora;MS
5202;5002100;BELA VISTA;Bela Vista;MS
5203;5002209;BONITO;Bonito;MS
5204;5002308;BRASILANDIA;Brasilandia;MS
5205;5102504;CACERES;Caceres;MT
5206;5002605;CAMAPUA;Camapua;MS
5207;5002704;CAMPO GRANDE;Campo Grande;MS
5208;5002803;CARACOL;Caracol;MS
5209;5002407;CAARAPO;Caarapo;MS
5210;5002902;CASSILANDIA;Cassilandia;MS
5211;5103007;CHAPADA DOS GUIMARAES;Chapada Dos Guimaraes;MT
5212;5003108;CORGUINHO;Corguinho;MS
5213;5003207;CORUMBA;Corumba;MS
5214;5003306;COXIM;Coxim;MS
5215;5103403;CUIABA;Cuiaba;MT
5216;5103502;DIAMANTINO;Diamantino;MT
5217;5103601;DOM AQUINO;Dom Aquino;MT
5218;5003702;DOURADOS;Dourados;MS
5219;5003801;FATIMA DO SUL;Fatima Do Sul;MS
5220;5103908;GENERAL CARNEIRO;General Carneiro;MT
5221;5004007;GLORIA DE DOURADOS;Gloria De Dourados;MS
5222;5004106;GUIA LOPES DA LAGUNA;Guia Lopes Da Laguna;MS
5223;5104203;GUIRATINGA;Guiratinga;MT
5224;5004304;IGUATEMI;Iguatemi;MS
5225;5004403;INOCENCIA;Inocencia;MS
5226;5004502;ITAPORA;Itapora;MS
5227;5104609;ITIQUIRA;Itiquira;MT
5228;5004700;IVINHEMA;Ivinhema;MS
5229;5104807;JACIARA;Jaciara;MT
5230;5004908;JARAGUARI;Jaraguari;MS
5231;5005004;JARDIM;Jardim;MS
5232;5005103;JATEI;Jatei;MS
5233;5005202;LADARIO;Ladario;MS
5234;5105309;LUCIARA;Luciara;MT
5235;5005400;MARACAJU;Maracaju;MS
5236;5105507;VILA BELA DA SANTISSIMA TRINDADE;Vila Bela Da Santissima Trindade;MT
5237;5005608;MIRANDA;Miranda;MS
5238;5005707;NAVIRAI;Navirai;MS
5239;5005806;NIOAQUE;Nioaque;MS
5240;5105903;NOBRES;Nobres;MT
5241;5106000;NORTELANDIA;Nortelandia;MT
5242;5106109;NOSSA SENHORA DO LIVRAMENTO;Nossa Senhora Do Livramento;MT
5243;5006200;NOVA ANDRADINA;Nova Andradina;MS
5244;5006309;PARANAIBA;Paranaiba;MS
5245;5006408;PEDRO GOMES;Pedro Gomes;MS
5246;5106505;POCONE;Pocone;MT
5247;5006606;PONTA PORA;Ponta Pora;MS
5248;5106703;PONTE BRANCA;Ponte Branca;MT
5249;5106802;PORTO DOS GAUCHOS;Porto Dos Gauchos;MT
5250;5006903;PORTO MURTINHO;Porto Murtinho;MS
5251;5107008;POXOREU;Poxoreu;MT
5252;5007109;RIBAS DO RIO PARDO;Ribas Do Rio Pardo;MS
5253;5007208;RIO BRILHANTE;Rio Brilhante;MS
5254;5007307;RIO NEGRO;Rio Negro;MS
5255;5007406;RIO VERDE DE MATO GROSSO;Rio Verde De Mato Grosso;MS
5256;5007505;ROCHEDO;Rochedo;MS
5257;5107602;RONDONOPOLIS;Rondonopolis;MT
5258;5107701;ROSARIO OESTE;Rosario Oeste;MT
5259;5107800;SANTO ANTONIO DO LEVERGER;Santo Antonio Do Leverger;MT
5260;5007901;SIDROLANDIA;Sidrolandia;MS
5261;5008008;TERENOS;Terenos;MS
5262;5108105;TESOURO;Tesouro;MT
5263;5108204;TORIXOREU;Torixoreu;MT
5264;5008305;TRES LAGOAS;Tres Lagoas;MS
5265;5108402;VARZEA GRANDE;Varzea Grande;MT
5266;5000856;ANGELICA;Angelica;MS
5267;5001243;ARAL MOREIRA;Aral Moreira;MS
5268;5003751;ELDORADO;Eldorado;MS
5269;5003454;DEODAPOLIS;Deodapolis;MS
5270;5105622;MIRASSOL D'OESTE;Mirassol D'Oeste;MT
5271;5005681;MUNDO NOVO;Mundo Novo;MS
5272;5106372;PEDRA PRETA;Pedra Preta;MT
5273;5107859;SAO FELIX DO ARAGUAIA;Sao Felix Do Araguaia;MT
5274;5107958;TANGARA DA SERRA;Tangara Da Serra;MT
5275;5008404;VICENTINA;Vicentina;MS
5276;5105200;JUSCIMEIRA;Juscimeira;MT
5277;5100201;AGUA BOA;Agua Boa;MT
5278;5102702;CANARANA;Canarana;MT
5279;5106257;NOVA XAVANTINA;Nova Xavantina;MT
5280;5107776;SANTA TEREZINHA;Santa Terezinha;MT
5281;5107305;SAO JOSE DO RIO CLARO;Sao Jose Do Rio Claro;MT
5282;5200100;ABADIANIA;Abadiania;GO
5283;5200209;AGUA LIMPA;Agua Limpa;GO
5284;5200308;ALEXANIA;Alexania;GO
5285;1700400;ALMAS;Almas;TO
5286;5200506;ALOANDIA;Aloandia;GO
5287;5200605;ALTO PARAISO DE GOIAS;Alto Paraiso De Goias;GO
5288;1700707;ALVORADA;Alvorada;TO
5289;5200803;ALVORADA DO NORTE;Alvorada Do Norte;GO
5290;5200902;AMORINOPOLIS;Amorinopolis;GO
5291;1701002;ANANAS;Ananas;TO
5292;5201108;ANAPOLIS;Anapolis;GO
5293;5201207;ANHANGUERA;Anhanguera;GO
5294;5201306;ANICUNS;Anicuns;GO
5295;5201405;APARECIDA DE GOIANIA;Aparecida De Goiania;GO
5296;5201504;APORE;Apore;GO
5297;5201603;ARACU;Aracu;GO
5298;5201702;ARAGARCAS;Aragarcas;GO
5299;5201801;ARAGOIANIA;Aragoiania;GO
5300;1701903;ARAGUACEMA;Araguacema;TO
5301;1702000;ARAGUACU;Araguacu;TO
5302;1702109;ARAGUAINA;Araguaina;TO
5303;1702208;ARAGUATINS;Araguatins;TO
5304;1702307;ARAPOEMA;Arapoema;TO
5305;1702406;ARRAIAS;Arraias;TO
5306;5202502;ARUANA;Aruana;GO
5307;5202601;AURILANDIA;Aurilandia;GO
5308;1702703;AURORA DO TOCANTINS;Aurora Do Tocantins;TO
5309;5202809;AVELINOPOLIS;Avelinopolis;GO
5310;1702901;AXIXA DO TOCANTINS;Axixa Do Tocantins;TO
5311;1703008;BABACULANDIA;Babaculandia;TO
5312;5203104;BALIZA;Baliza;GO
5313;5203203;BARRO ALTO;Barro Alto;GO
5314;5203302;BELA VISTA DE GOIAS;Bela Vista De Goias;GO
5315;5203401;BOM JARDIM DE GOIAS;Bom Jardim De Goias;GO
5316;5203500;BOM JESUS;Bom Jesus;GO
5317;5203609;BRAZABRANTES;Brazabrantes;GO
5318;1703701;BREJINHO DE NAZARE;Brejinho De Nazare;TO
5319;5203807;BRITANIA;Britania;GO
5320;5203906;BURITI ALEGRE;Buriti Alegre;GO
5321;5204003;CABECEIRAS;Cabeceiras;GO
5322;5204102;CACHOEIRA ALTA;Cachoeira Alta;GO
5323;5204201;CACHOEIRA DE GOIAS;Cachoeira De Goias;GO
5324;5204300;CACU;Cacu;GO
5325;5204409;CAIAPONIA;Caiaponia;GO
5326;5204508;CALDAS NOVAS;Caldas Novas;GO
5327;5204607;CAMPESTRE DE GOIAS;Campestre De Goias;GO
5328;5204706;CAMPINORTE;Campinorte;GO
5329;5204805;CAMPO ALEGRE DE GOIAS;Campo Alegre De Goias;GO
5330;5204904;CAMPOS BELOS;Campos Belos;GO
5331;5205000;CARMO DO RIO VERDE;Carmo Do Rio Verde;GO
5332;5205109;CATALAO;Catalao;GO
5333;5205208;CATURAI;Caturai;GO
5334;5205307;CAVALCANTE;Cavalcante;GO
5335;5205406;CERES;Ceres;GO
5336;5208301;DIVINOPOLIS DE GOIAS;Divinopolis De Goias;GO
5337;1705508;COLINAS DO TOCANTINS;Colinas Do Tocantins;TO
5338;1705607;CONCEICAO DO TOCANTINS;Conceicao Do Tocantins;TO
5339;5205703;CORREGO DO OURO;Corrego Do Ouro;GO
5340;5205802;CORUMBA DE GOIAS;Corumba De Goias;GO
5341;5205901;CORUMBAIBA;Corumbaiba;GO
5342;1706001;COUTO DE MAGALHAES;Couto De Magalhaes;TO
5343;1706100;CRISTALANDIA;Cristalandia;TO
5344;5206206;CRISTALINA;Cristalina;GO
5345;5206305;CRISTIANOPOLIS;Cristianopolis;GO
5346;5206404;CRIXAS;Crixas;GO
5347;5206503;CROMINIA;Crominia;GO
5348;5206602;CUMARI;Cumari;GO
5349;5206701;DAMIANOPOLIS;Damianopolis;GO
5350;5206800;DAMOLANDIA;Damolandia;GO
5351;5206909;DAVINOPOLIS;Davinopolis;GO
5352;1707009;DIANOPOLIS;Dianopolis;TO
5353;5207105;DIORAMA;Diorama;GO
5354;1707207;DOIS IRMAOS DO TOCANTINS;Dois Irmaos Do Tocantins;TO
5355;1707306;DUERE;Duere;TO
5356;5207402;EDEIA;Edeia;GO
5357;5207501;ESTRELA DO NORTE;Estrela Do Norte;GO
5358;5207600;FAZENDA NOVA;Fazenda Nova;GO
5359;1707702;FILADELFIA;Filadelfia;TO
5360;5207808;FIRMINOPOLIS;Firminopolis;GO
5361;5218805;RIO VERDE;Rio Verde;GO
5362;5218904;RUBIATABA;Rubiataba;GO
5363;5219001;SANCLERLANDIA;Sanclerlandia;GO
5364;5219100;SANTA BARBARA DE GOIAS;Santa Barbara De Goias;GO
5365;5219209;SANTA CRUZ DE GOIAS;Santa Cruz De Goias;GO
5366;5219308;SANTA HELENA DE GOIAS;Santa Helena De Goias;GO
5367;5219407;SANTA RITA DO ARAGUAIA;Santa Rita Do Araguaia;GO
5368;5219506;SANTA ROSA DE GOIAS;Santa Rosa De Goias;GO
5369;5219605;SANTA TEREZA DE GOIAS;Santa Tereza De Goias;GO
5370;5219704;SANTA TEREZINHA DE GOIAS;Santa Terezinha De Goias;GO
5371;5219803;SAO DOMINGOS;Sao Domingos;GO
5372;5219902;SAO FRANCISCO DE GOIAS;Sao Francisco De Goias;GO
5373;5217609;PLANALTINA;Planaltina;GO
5374;5220009;SAO JOAO D'ALIANCA;Sao Joao D'Alianca;GO
5375;5220108;SAO LUIS DE MONTES BELOS;Sao Luis De Montes Belos;GO
5376;5220207;SAO MIGUEL DO ARAGUAIA;Sao Miguel Do Araguaia;GO
5377;1720309;SAO SEBASTIAO DO TOCANTINS;Sao Sebastiao Do Tocantins;TO
5378;5220405;SAO SIMAO;Sao Simao;GO
5379;5220504;SERRANOPOLIS;Serranopolis;GO
5380;5220603;SILVANIA;Silvania;GO
5381;5220702;SITIO D'ABADIA;Sitio D'Abadia;GO
5382;1720804;SITIO NOVO DO TOCANTINS;Sitio Novo Do Tocantins;TO
5383;1720903;TAGUATINGA;Taguatinga;TO
5384;5221007;TAQUARAL DE GOIAS;Taquaral De Goias;GO
5385;1721109;TOCANTINIA;Tocantinia;TO
5386;1721208;TOCANTINOPOLIS;Tocantinopolis;TO
5387;5221304;TRES RANCHOS;Tres Ranchos;GO
5388;5221403;TRINDADE;Trindade;GO
5389;1709302;GUARAI;Guarai;TO
5390;1718402;PRESIDENTE KENNEDY;Presidente Kennedy;TO
5391;5221502;TURVANIA;Turvania;GO
5392;5221601;URUACU;Uruacu;GO
5393;5221700;URUANA;Uruana;GO
5394;5221809;URUTAI;Urutai;GO
5395;5221908;VARJAO;Varjao;GO
5396;5222005;VIANOPOLIS;Vianopolis;GO
5397;1722107;XAMBIOA;Xambioa;TO
5398;5200134;ACREUNA;Acreuna;GO
5399;5213087;MINACU;Minacu;GO
5400;1715754;PALMEIROPOLIS;Palmeiropolis;TO
5401;5214051;MUNDO NOVO;Mundo Novo;GO
5402;5214838;NOVA CRIXAS;Nova Crixas;GO
5403;5214861;NOVA GLORIA;Nova Gloria;GO
5404;5222054;VICENTINOPOLIS;Vicentinopolis;GO
5405;1720655;SILVANOPOLIS;Silvanopolis;TO
5406;5200852;AMERICANO DO BRASIL;Americano Do Brasil;GO
5407;1714880;NOVA OLINDA;Nova Olinda;TO
5408;1722081;WANDERLANDIA;Wanderlandia;TO
5409;1707652;FIGUEIROPOLIS;Figueiropolis;TO
5410;5202155;ARAGUAPAZ;Araguapaz;GO
5411;5202353;ARENOPOLIS;Arenopolis;GO
5412;5204250;CACHOEIRA DOURADA;Cachoeira Dourada;GO
5413;5207253;DOVERLANDIA;Doverlandia;GO
5414;5219753;SANTO ANTONIO DO DESCOBERTO;Santo Antonio Do Descoberto;GO
5415;1718758;RIO SONO;Rio Sono;TO
5416;5209952;INDIARA;Indiara;GO
5417;1707553;FATIMA;Fatima;TO
5418;1702554;AUGUSTINOPOLIS;Augustinopolis;TO
5419;5204656;CAMPINACU;Campinacu;GO
5420;5219357;SANTA ISABEL;Santa Isabel;GO
5421;1720499;SAO VALERIO DA NATIVIDADE;Sao Valerio Da Natividade;TO
5422;1703107;BARROLANDIA;Barrolandia;TO
5423;1703206;BERNARDO SAYAO;Bernardo Sayao;TO
5424;1705557;COMBINADO;Combinado;TO
5425;1708304;GOIANORTE;Goianorte;TO
5426;5300108;BRASILIA;Brasilia;DF
5427;1715150;NOVO ALEGRE;Novo Alegre;TO
5428;1716653;PEQUIZEIRO;Pequizeiro;TO
5429;1712504;MARIANOPOLIS DO TOCANTINS;Marianopolis Do Tocantins;TO
5430;1701101;APARECIDA DO RIO NEGRO;Aparecida Do Rio Negro;TO
5431;1703800;BURITI DO TOCANTINS;Buriti Do Tocantins;TO
5432;1703909;CASEARA;Caseara;TO
5433;1707108;DIVINOPOLIS DO TOCANTINS;Divinopolis Do Tocantins;TO
5434;1715002;NOVA ROSALANDIA;Nova Rosalandia;TO
5435;1718006;PORTO ALEGRE DO TOCANTINS;Porto Alegre Do Tocantins;TO
5436;1718303;PRAIA NORTE;Praia Norte;TO
5437;1718808;SAMPAIO;Sampaio;TO
5438;1718907;SANTA ROSA DO TOCANTINS;Santa Rosa Do Tocantins;TO
5439;1719004;SANTA TEREZA DO TOCANTINS;Santa Tereza Do Tocantins;TO
5440;1721000;PALMAS;Palmas;TO
5441;5215256;NOVO PLANALTO;Novo Planalto;GO
5442;5215652;PALESTINA DE GOIAS;Palestina De Goias;GO
5443;5006358;PARANHOS;Paranhos;MS
5444;5107180;RIBEIRAO CASCALHEIRA;Ribeirao Cascalheira;MT
5445;5219258;SANTA FE DE GOIAS;Santa Fe De Goias;GO
5446;5007554;SANTA RITA DO PARDO;Santa Rita Do Pardo;MS
5447;5220058;SAO JOAO DA PARAUNA;Sao Joao Da Parauna;GO
5448;5220157;SAO LUIZ DO NORTE;Sao Luiz Do Norte;GO
5449;5220264;SAO MIGUEL DO PASSA QUATRO;Sao Miguel Do Passa Quatro;GO
5450;5220454;SENADOR CANEDO;Senador Canedo;GO
5451;5220686;SIMOLANDIA;Simolandia;GO
5452;5007935;SONORA;Sonora;MS
5453;5221080;TERESINA DE GOIAS;Teresina De Goias;GO
5454;5221452;TROMBAS;Trombas;GO
5455;5108006;TAPURAH;Tapurah;MT
5456;5221551;TURVELANDIA;Turvelandia;GO
5457;2200251;ALAGOINHA DO PIAUI;Alagoinha Do Piaui;PI
5458;5200159;ADELANDIA;Adelandia;GO
5459;5200175;AGUA FRIA DE GOIAS;Agua Fria De Goias;GO
5460;5100805;APIACAS;Apiacas;MT
5461;5203559;BONFINOPOLIS;Bonfinopolis;GO
5462;5102637;CAMPO NOVO DO PARECIS;Campo Novo Do Parecis;MT
5463;5102678;CAMPO VERDE;Campo Verde;MT
5464;5204953;CAMPOS VERDES;Campos Verdes;GO
5465;5102850;CASTANHEIRA;Castanheira;MT
5466;5205455;CEZARINA;Cezarina;GO
5467;5002951;CHAPADAO DO SUL;Chapadao Do Sul;MS
5468;5103056;CLAUDIA;Claudia;MT
5469;5205521;COLINAS DO SUL;Colinas Do Sul;GO
5470;5003488;DOIS IRMAOS DO BURITI;Dois Irmaos Do Buriti;MS
5471;5207352;EDEALINA;Edealina;GO
5472;5207535;FAINA;Faina;GO
5473;5209150;GOUVELANDIA;Gouvelandia;GO
5474;5002159;BODOQUENA;Bodoquena;MS
5475;5003256;COSTA RICA;Costa Rica;MS
5476;5003504;DOURADINA;Douradina;MS
5477;5004601;ITAQUIRAI;Itaquirai;MS
5478;5007695;SAO GABRIEL DO OESTE;Sao Gabriel Do Oeste;MS
5479;5007802;SELVIRIA;Selviria;MS
5480;5007703;SETE QUEDAS;Sete Quedas;MS
5481;5007950;TACURU;Tacuru;MS
5482;5007976;TAQUARUSSU;Taquarussu;MS
5483;5105101;JUARA;Juara;MT
5484;4321451;TEUTONIA;Teutonia;RS
5485;4302352;BOM PRINCIPIO;Bom Principio;RS
5486;4314050;PAROBE;Parobe;RS
5487;4308458;FORTALEZA DOS VALOS;Fortaleza Dos Valos;RS
5488;4311155;JOIA;Joia;RS
5489;5105150;JUINA;Juina;MT
5490;5103452;DENISE;Denise;MT
5491;1301852;IRANDUBA;Iranduba;AM
5492;1301951;ITAMARATI;Itamarati;AM
5493;1302553;MANAQUIRI;Manaquiri;AM
5494;1303536;PRESIDENTE FIGUEIREDO;Presidente Figueiredo;AM
5495;1303569;RIO PRETO DA EVA;Rio Preto Da Eva;AM
5496;1303957;SAO SEBASTIAO DO UATUMA;Sao Sebastiao Do Uatuma;AM
5497;1304062;TABATINGA;Tabatinga;AM
5498;1304260;UARINI;Uarini;AM
5499;1304237;TONANTINS;Tonantins;AM
