codigo,idade,departamento,escolaridade,sexo,nivel,funcao,est_civil,salario,horas_trab,total_tempo_trab,cursos_ultimo_ano,tempo_empresa,tempo_funcao,ultima_promocao,tempo_gerente_atual,deixou_a_empresa
1947,28,P&D,3,M,1,Pesquisador,Solteiro(a),2144,80,5,3,5,3,1,4,N
1948,31,P&D,2,M,1,Pesquisador,Divorviado(a),3065,80,4,3,4,2,2,3,N
1949,36,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2810,80,5,3,5,4,0,2,N
1950,34,Vendas,3,M,3,Executivo de Vendas,Solteiro(a),9888,80,14,3,14,8,2,1,N
1951,34,Vendas,4,M,3,Executivo de Vendas,Divorviado(a),8628,80,9,2,8,7,1,1,N
1952,26,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2867,80,8,6,7,7,7,6,N
1954,29,P&D,3,M,2,Representante de Saude,Casado(a),5373,80,6,5,5,3,0,2,N
1955,32,P&D,4,F,2,Representante de Saude,Divorviado(a),6667,80,9,6,5,1,1,2,N
1956,31,P&D,3,M,2,Pesquisador,Casado(a),5003,80,10,6,10,8,8,7,N
1960,28,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2367,80,6,2,4,1,0,3,S
1961,38,Vendas,3,M,1,Representante de Vendas,Solteiro(a),2858,80,20,3,1,0,0,0,N
1962,35,Vendas,4,F,2,Executivo de Vendas,Casado(a),5204,80,10,2,10,8,0,9,N
1965,27,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4105,80,7,5,7,7,0,7,N
1966,32,P&D,4,M,2,Diretor de Manufatura,Solteiro(a),9679,80,8,1,1,0,0,0,N
1967,31,Vendas,4,M,2,Executivo de Vendas,Casado(a),5617,80,10,4,10,7,0,8,S
1968,53,Vendas,4,M,3,Executivo de Vendas,Solteiro(a),10448,80,15,2,2,2,2,2,S
1969,54,P&D,2,F,2,Pesquisador,Casado(a),2897,80,9,6,4,3,2,3,N
1970,33,P&D,2,M,2,Representante de Saude,Divorviado(a),5968,80,9,2,9,7,2,8,N
1971,43,P&D,3,M,3,Representante de Saude,Casado(a),7510,80,10,1,10,9,0,9,N
1972,38,RH,4,M,1,RH,Casado(a),2991,80,7,2,6,2,1,2,N
1973,55,RH,4,M,5,Gerente,Casado(a),19636,80,35,0,10,9,1,4,N
1974,31,P&D,1,F,1,Tecnico de Laboratorio,Divorviado(a),1129,80,1,4,1,0,0,0,N
1975,39,Vendas,4,M,4,Executivo de Vendas,Solteiro(a),13341,80,21,3,20,8,11,10,N
1976,42,P&D,2,M,2,Pesquisador,Solteiro(a),4332,80,20,2,20,9,3,7,N
1979,31,P&D,3,F,3,Diretor de Pesquisa,Casado(a),11031,80,13,2,11,7,4,8,N
1980,54,P&D,3,F,2,Diretor de Manufatura,Solteiro(a),4440,80,9,3,5,2,1,4,N
1981,24,P&D,2,M,2,Representante de Saude,Solteiro(a),4617,80,4,2,4,3,1,2,N
1982,23,P&D,2,M,1,Tecnico de Laboratorio,Solteiro(a),2647,80,5,6,5,2,1,4,N
1985,40,P&D,3,F,2,Tecnico de Laboratorio,Casado(a),6323,80,10,2,10,9,9,4,N
1986,40,Vendas,2,F,2,Executivo de Vendas,Casado(a),5677,80,15,4,11,8,5,10,N
1987,25,RH,3,F,1,RH,Casado(a),2187,80,6,3,2,0,1,2,N
1989,30,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),3748,80,12,6,12,8,1,7,N
1992,25,P&D,1,M,1,Tecnico de Laboratorio,Divorviado(a),3977,80,7,2,2,2,0,2,N
1993,47,P&D,3,M,3,Representante de Saude,Solteiro(a),8633,80,25,3,17,14,12,11,N
1994,33,P&D,2,M,1,Tecnico de Laboratorio,Divorviado(a),2008,80,1,2,1,1,0,0,N
1995,38,Vendas,4,M,2,Executivo de Vendas,Casado(a),4440,80,16,3,15,13,5,8,N
1996,31,Vendas,2,M,1,Representante de Vendas,Casado(a),3067,80,3,1,2,2,1,2,N
1997,38,P&D,4,M,2,Diretor de Manufatura,Casado(a),5321,80,10,1,8,3,7,7,N
1998,42,P&D,4,M,2,Pesquisador,Divorviado(a),5410,80,9,3,4,3,1,2,N
1999,41,P&D,3,M,1,Pesquisador,Casado(a),2782,80,12,3,5,3,1,0,N
2000,47,P&D,1,F,3,Diretor de Pesquisa,Casado(a),11957,80,14,3,13,8,5,12,N
2003,35,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2660,80,5,3,2,2,2,2,N
2007,22,P&D,2,M,1,Pesquisador,Solteiro(a),3375,80,4,2,3,2,1,2,N
2008,35,P&D,4,M,2,Pesquisador,Solteiro(a),5098,80,10,5,10,7,0,8,N
2009,33,P&D,2,F,2,Representante de Saude,Casado(a),4878,80,10,6,9,7,8,1,N
2010,32,P&D,4,F,1,Tecnico de Laboratorio,Solteiro(a),2837,80,6,3,6,2,4,1,N
2012,40,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2406,80,8,3,1,0,0,0,N
2013,32,Vendas,4,M,1,Representante de Vendas,Casado(a),2269,80,3,2,2,2,2,2,N
2014,39,P&D,1,M,2,Pesquisador,Solteiro(a),4108,80,18,2,7,7,1,7,N
2015,38,P&D,3,F,3,Diretor de Pesquisa,Casado(a),13206,80,20,3,18,16,1,11,N
2016,32,Vendas,4,F,3,Executivo de Vendas,Casado(a),10422,80,14,3,14,10,5,7,N
2017,37,P&D,3,F,3,Diretor de Pesquisa,Casado(a),13744,80,16,2,16,11,6,8,N
2018,25,Vendas,2,F,2,Executivo de Vendas,Divorviado(a),4907,80,6,3,5,3,0,4,N
2019,52,Vendas,4,M,1,Representante de Vendas,Divorviado(a),3482,80,16,3,9,8,0,0,N
2020,44,P&D,3,M,1,Pesquisador,Solteiro(a),2436,80,6,2,4,3,1,2,N
2021,21,Vendas,1,M,1,Representante de Vendas,Solteiro(a),2380,80,2,6,2,2,1,2,N
2022,39,P&D,3,M,5,Gerente,Solteiro(a),19431,80,21,3,6,0,1,3,N
2023,23,Vendas,3,M,1,Representante de Vendas,Casado(a),1790,80,1,3,1,0,1,0,S
2024,36,Vendas,3,F,3,Executivo de Vendas,Casado(a),7644,80,10,2,9,7,3,4,N
2025,36,P&D,2,F,2,Diretor de Manufatura,Divorviado(a),5131,80,18,3,4,2,0,2,N
2026,56,P&D,4,M,2,Representante de Saude,Divorviado(a),6306,80,13,2,13,12,1,9,N
2027,29,P&D,4,M,1,Pesquisador,Casado(a),4787,80,4,3,2,2,2,2,S
2031,42,P&D,3,M,5,Gerente,Casado(a),18880,80,24,2,22,6,4,14,N
2032,56,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),2339,80,14,4,10,9,9,8,S
2034,41,P&D,4,F,4,Diretor de Manufatura,Casado(a),13570,80,21,3,20,7,0,10,N
2035,34,Vendas,3,F,2,Executivo de Vendas,Casado(a),6712,80,8,2,8,7,1,7,N
2036,36,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5406,80,15,4,15,12,11,11,N
2037,41,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),8938,80,14,5,5,4,0,4,N
2038,32,P&D,3,M,1,Pesquisador,Solteiro(a),2439,80,4,4,4,2,1,2,N
2040,35,RH,4,F,3,RH,Solteiro(a),8837,80,9,2,9,0,1,7,N
2041,38,Vendas,2,F,2,Executivo de Vendas,Casado(a),5343,80,10,1,10,7,1,9,N
2044,50,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),6728,80,12,3,6,3,0,1,S
2045,36,Vendas,4,F,2,Executivo de Vendas,Casado(a),6652,80,8,2,6,3,0,0,N
2046,45,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),4850,80,8,3,5,3,0,1,N
2048,40,P&D,4,M,1,Pesquisador,Solteiro(a),2809,80,8,2,2,2,2,2,N
2049,35,P&D,4,M,2,Representante de Saude,Casado(a),5689,80,10,2,10,2,0,2,N
2051,40,P&D,4,F,1,Pesquisador,Casado(a),2001,80,20,2,5,3,0,2,N
2052,35,P&D,4,F,1,Pesquisador,Casado(a),2977,80,4,5,4,3,1,1,N
2053,29,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),4025,80,10,2,4,3,0,3,N
2054,29,P&D,4,F,1,Pesquisador,Solteiro(a),3785,80,5,3,5,4,0,4,N
2055,50,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10854,80,20,3,3,2,2,0,S
2056,39,Vendas,1,F,4,Executivo de Vendas,Casado(a),12031,80,21,2,20,9,9,6,N
2057,31,P&D,3,M,2,Diretor de Manufatura,Solteiro(a),9936,80,10,2,9,4,1,7,N
2060,26,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2966,80,5,2,4,2,0,0,N
2061,36,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),2571,80,17,3,5,2,0,3,N
2062,39,P&D,1,M,3,Representante de Saude,Casado(a),9991,80,9,5,7,7,1,7,N
2064,27,P&D,3,M,2,Diretor de Manufatura,Casado(a),6142,80,6,0,6,2,0,3,N
2065,49,Vendas,3,M,2,Executivo de Vendas,Casado(a),5390,80,17,3,9,6,0,8,N
2068,34,P&D,3,M,2,Tecnico de Laboratorio,Casado(a),4404,80,6,3,4,3,1,2,N
