CD_TIP_PRC,NM_TIP_PRC
1378,"RECEBIMENTO DE INTIMA«’ES"
1379,"RESPOSTA A MENSAGENS SISBACEN"
11027,"ATENDER INTIMA«’ES/NOTIFICA«’ES DA RFB"
11028,"ENCAMINHAR SOLICIT. DE RESSARCI/CANCELAMENTO ¿ RFB"
11029,"ANALISAR MULTAS/DEMANDAS DAS AG NCIA"
13212,"CONCILIA«√O DI¡RIA"
1376,"ATIVA«√O DE CONTRATOS DE PR…-LEASING PARA LEASING"
1380,"CADASTRAMENTO DE TAP'S"
1381,"IDENTIFICA«√O DE ARRENDAT¡RIO"
1382,"BAIXA DE PARCELAS - DISOFT"
1383,"GERA«√O DE ARQUIVOS - DISOFT"
1384,"ENVIO E RECEP«√O DE ARQUIVOS - ROSE"
1385,"CADASTRAMENTO DE OPERA«’ES NO DISOFT"
1386,"FECHAMENTO/FATURAMENTO DE CARTEIRAS - DISOFT"
1440,"EMISS√O DE RECIBOS DE COMPRA E VENDA"
1614,"VALIDA«√O DO PR…-CADASTRO"
1615,"IDENTIFICA«√O PRESENCIAL"
1616,"VERIFICA«√O DO CADASTRO"
1316,"PROPOSTAS DE ABERTURA DE CONTA"
1361,"SINISTRO DE PROPOSTAS COM PERDA TOTAL"
1362,"TRIAGEM DE CORRESPOND NCIAS"
1829,"ESTORNO DE OUROCAP"
1830,"RESTITUI«√O DE PR MIO DE SEGURO"
1831,"INFORMA«√O A SEGURADORAS"
1832,"RECEBIMENTO DE PR MIO SEGURO GARANTIA OFF LINE"
1833,"COBRAN«A DE PR MIO SEGURO OURO VIDA EMPRESA"
1834,"CHEQUES DEVOLVIDOS DE PAGAMENTO DE PARCELA"
1835,"ATENDIMENTO TELEFONICO"
1836,"PROPOSTAS OFF LINE"
1368,"REMESSAS RETORNOS E MENSAGENS"
1622,"ATENDIMENTO TELEF‘NICO"
2167,"RECEP«√O PREPARO E ENVIO DE INSTRUMENTOS DE PROTE"
1357,"SOLICITA«√O DE GUIAS LOGADAS"
1358,"FGTS - SOLICITA«√O DE SAQUE E PAGAMENTO"
1330,"OTA CONFIRMA«√O"
1333,"TRANSFER NCIA INTERVIVOS-PARTICULAR OU DOA«√O"
1334,"TRANSFER NCIA ESCRITURA P⁄BLICA"
1335,"TRANSFER NCIA JUDICIAL-INVENT¡RIO PARTILHA"
1336,"TRANSFER NCIA CNPJ BAIXADO"
1353,"TRANSFER NCIA CNPJ ATIVO"
1354,"TRANSFER NCIA ”RG√OS P⁄BLICOS"
1355,"TRANSFER NCIA CEPAC"
1356,"ABERTURA DE CONTAS"
1612,"SOLICITA«√O DE GUIAS LOGADAS"
1613,"VERACIDADE DE AUTENTICA«√O"
9912,"REPASSE FINANCEIRO"
9913,"REMESSA DE GUIA DIGITALIZADA ¿ CEF"
9914,"GUIAS N√O LOGADAS DIGITALIZADAS"
9942,"ARQUIVO FÕSICO"
9943,"TRATAMENTO DE CORREIO/EMAIL"
11126,"REMESSA DOCUMENTA«√O CEF"
8505,CADASTRO
8506,ALTERAR
9604,"AN¡LISE DE REPASSE INDEVIDO"
9605,"AN¡LISE DE D…BITO AUTOM¡TICO"
9606,"AN¡LISE DE DUPLICIDADE DE REPASSE"
9607,"CONTABILIZA«√O DE ACERTO DE REPASSE"
9608,"ENVIO DE RELAT”RIOS"
9609,"ATENDIMENTO A PEDIDO DE GUIA"
9610,"ESTORNO DE TARIFAS"
9611,"SOLICITA«√O ESTORNO DE REPASSE"
9896,"ANALISE DE QUESTIONAMENTO DE RECARGA TELEF‘NICA"
9910,"AN¡LISE DE QUEST. RECARGA TELEF‘NICA"
9911,"AN¡LISE DE CONFIRMA«√O DE REPASSE"
12975,"ANALISE DE QUESTIONAMENTO"
9612,"CADASTRAMENTO DE CNPJ"
9613,"FORNECIMENTO DE CERTID’ES ESTATUTOS E ETC"
9614,"REGULARIZA«√O DE AG NCIAS. INSS FGTS CAROL"
9615,"LICEN«A DE FUNCIONAMENTO GDF"
9616,"ITR - PEND NCIAS CADASTRAIS E FISCAIS"
9617,"ACOMPANHAMENTO E CONTROLE SERASA"
9618,"REGISTRO E CONFEC«√O DE ATOS ADMINISTRATIVOS"
9619,"REGISTROS DIVERSOS JCDF"
9884,"REPASSE FINANCEIRO DA ARRECADA??O PREF DE SP"
9885,"ENVIO INFO ARRECADA??O PREF RJ (BDA/GRA)"
9886,"ENVIO INFO ARRECADA??O PREF SALVADOR (RAM)"
9887,"RESSARC DE GUIAS ARRECADADAS IND PREF RJ"
9888,"RESSARC DE GUIAS ARRECADADAS IND PREF SALVADOR"
9889,"RESSARC DE GUIAS ARRECADADAS IND PREF BH"
9890,"RESSARCIMENTO DE GUIAS ARRECADADAS IND PREF SP"
9891,"TRATAMENTO INCONSIST?NCIAS ARRECAD PREF BH"
9892,"TRATAMENTO INCONSIST?NCIAS ARRECAD PREF SALVADOR"
9893,"TRATAMENTO INCONSIST?NCIAS ARRECAD PREF RJ"
9894,"TRATAMENTO INCONSIST?NCIAS ARRECAD PREF SP"
9895,"TRATAMENTO LISTAGEM COBRAN?A PREFEITURA SP"
9935,DESAVERBA«√O
9936,"AVERBA«√O / CONTRATA«√O"
10636,"LAN«AMENTO AT… R$ 50 MIL"
10637,"LAN«AMENTO ACIMA R$ 50 MIL"
10638,"INSS/COM PAG"
11273,"INSS/SEM PAG"
11274,"CRIAR NPJ"
12356,"SEM PROVA DE VIDA - SPV"
12357,"PRESCRITO - PRE"
12358,"SALDO ZERADO - SZ"
12359,"SALDO ABAIXO - SB"
12360,"QUITA«√O TOTAL OU PARCIAL - QTP"
12361,"CART√O NL - N√O LOCALIZADO"
12362,"CONTA NL - N√O LOCALIZADO"
12363,"CART√O PD - PERÕODO DIVERGENTE"
12364,"CONTA PD - PERÕODO DIVERGENTE"
12365,"CART√O DOC - FALTA DOCUMENTO"
12366,"CONTA DOC - FALTA DOCUMENTO"
12367,"CART√O - OUTROS"
12368,"CONTA - OUTROS"
12369,"RESPONDER SUBSÕDIO"
12370,"RECEBER AOF"
14123,"TR¬NSITO INDEVIDO"
10688,"BAIXA DE CTR DE BALANCETE"
10837,"CTR TRANSFERIDO"
10838,"AGUARDANDO AG NCIA"
10839,"AGUARDANDO EQUIPE BALANCETE"
10840,"AGUARDANDO DITEC"
10841,"AGUARDANDO GESTOR"
11150,"RESPONDER DEMANDAS CEF"
11167,"INCLUS√O DE CNPJ"
11168,"MANUTEN«√O DE CNPJ"
11169,EXCLUS√O/BAIXA
12708,"ANALISE DE PROCESSO"
12709,FCN/PAGAMENTO
12710,"CAPEAMENTO DE PROCESSO"
12796,"FINALIZA«√O DE PROCESSO"
14404,"CONFER NCIA AUTPAG"
14488,"VIABILIDADE E DBE"
11177,"RECEBIMENTO DE TARIFAS"
11178,"GERA«√O DE OFICIO COBRAN«A"
11179,"CONCILIA«√O DE CONTAS GOVERNO"
11266,"MOVIMENTA«√O FINANCEIRA"
11267,CADASTRAMENTO/MANUTEN«√O
12186,"TRATAR CART√O DE PAGAMENTO GOVERNO"
12187,"TRATAR LICITA«’ES-E"
11194,CRA
11195,JURIDICO
12378,SUBSIDIO
12381,"CONCILIA«√O TITULOS PAGOS"
14012,"ATENDIMENTO TELEF‘NICO"
14013,"BB ATENDE"
22909,"FALE COM"
11196,"ABSOR«√O COBRADORAS"
11197,"ANALISE E ENVIO DE DOCTOS"
11198,"CONCILIA«√O TITULOS PAGOS"
12379,"GERA«√O REMESSA"
12380,"CONCILIA«√O CUSTAS"
12532,"CONCILIA«√O PAG DO TITULO"
12533,"RECEBIMENTO DE INCONSIST NCIAS"
12534,"SUSTACAO DE PROTESTO"
12535,"TRATAMENTO DE CONFIRMA«√O"
12536,"TRATAMENTO DE PROCESSAMENTO"
12537,REPROCESSAMENTO
11236,"ATIVOS GEST√O"
11237,"ATIVOS S.A."
11238,"BANCO M⁄LTIPLO"
11239,"BB BI"
11240,"BB CART’ES"
11241,"BB CONS”RCIO"
11242,"BB DTVM"
11243,"BB ELO"
11244,"BB LEASING"
11245,BESCVAL
11246,"FUNDO FCO"
11247,"FUNDO FGO"
11248,"FUNDO FGP"
11249,"FUNDO SPPP"
11250,"FUNDO FUNPROGER"
11251,"FUNDO SEHIDRO"
11252,"FUNDO SPHIS"
11254,"PUBLICA«√O DAU"
11255,"PUBLICA«√O DOU"
11256,"PUBLICA«√O EBC"
11257,"PAGAMENTO DOU"
11258,"PAGAMENTO EBC"
11259,"RESSARCIMENTO DAU"
11260,"RESSARCIMENTO - GLOSAS"
11268,"VALIDA«√O PLANILHA/CPI"
11269,"VALIDA«√O PLANILHA/GRANDES VOLUMES"
11270,"REFAZIMENTO DE FILMES E FICHAS"
11271,"CONFER NCIA DE MICROFICHA/FILME"
11272,"RESPONDER MSG PEDIDO REDOC"
11966,"EXAMINAR QUALIDADE E QUANTIDADE"
11967,"ANALISAR PEDIDOS N√O LOCALIZADOS"
11968,"RESPONDER BB ATENDE"
11969,"ATENDIMENTO TELEF‘NICO"
11970,FATURAMENTO
11971,"TRIAGEM DE DOCUMENTA«√O"
11972,"CONTROLAR PRAZO DO PEDIDO DA DI¡RIA"
12656,"ANALISAR PEDIDOS PENDENTES"
12657,"PRIORIZAR PEDIDOS EM PRODU«√O"
11324,"CALCULO DE RENDIMENTOS"
11325,"ESTORNO DE D…BITO/CR…DITO"
11326,"ESTORNO DE TARIFAS"
11327,EXTRATO
11328,"REATIVA«√O DE CONTA"
11329,"TRANFER NCIA ENTRE CONTAS"
11330,"TRANSFER NCIA VIA GRU"
11331,"CONTATAR CLIENTE"
11332,PAS
11333,"ACIONAR CONTRATA«√O DE ESTAGI¡RIOS"
11334,"ADITIVAR / RENOVAR CONTRATOS DE ESTAGI¡RIOS"
11335,"DESLIGAR ESTAGI¡RIOS"
11336,"DESLIGAR FUNCION¡RIOS"
11337,"RECEPCIONAR/ENCAMINHAR DOSSI S FUNCIONAIS"
11338,"ATENDER RETAB"
11339,"FORNECER DOCUMENTOS DOSSI S FUNCIONAIS"
11340,"MAPEAR/ ARQUIVAR DOCUMENTOS NOS DOSSI S FUNCIONAIS"
11341,"RECEBER CART’ES"
11342,"ENTREGAR CART’ES"
11343,"CADASTRAR/ENTREGAR CART√O PROVIS”RIO DE ACESSO"
11344,"ANOTA«’ES 2™ VIA CTPS"
11345,"INCLUIR/ALTERAR/EXCLUIR DEPENDENTES ECON‘MICOS"
11346,"PROTOCOLO SECEX"
11347,"TRIAR OFÕCIOS"
11348,ATENDIMENTO
11694,"DESEMBOLSO VRN"
11695,"CONCILIACAO VRN"
11696,"ENCERRAR APOIO VRN"
11697,"APOIO VRN"
11975,"AMORTIZA«√O VRN"
12976,"INCLUS√O NOVO CONV NIO"
12977,"JUSTIFICATIVAS DIREC"
11698,"RECOLHIMENTO DE IR DI¡RIO"
11699,"RECOLHIMENTO DE IR DECENDIAL"
11700,"RECOLHIMENTO DE IR MENSAL"
12945,"RECOLHIMENTO DE IR DI¡RIO ZERAMENTO"
12946,"RECOLHIMENTO DE IR DECENDIAL DEB"
12947,"RECOLHIMENTO DE IR MENSAL DEB"
12948,"INCLUS√O NOVO CONV NIO"
12949,"JUSTIFICATIVAS DIREC"
11701,DIARIO
11702,MENSAL
12921,"GERAR RELAT”RIO"
11703,DIARIO
11704,SEMANAL
11705,MENSAL
12014,"CONFERIR VALIDADE DE NOTA FISCAL"
12015,"CONFERIR SERVI«OS PRESTADOS"
12016,"EMITIR AUTPAG"
12017,"CONCILIAR CONTA GR¡FICA"
12018,"ANALISAR CONTESTA«√O DE SAQUE"
12019,"ANALISAR DEP”SITO INCONSISTIDO"
12066,"TRATAMENTO CND BB"
12067,MICROFILMAGEM
12068,ATAS
12069,"CADASTRAMENTO FGTS"
12070,CEB/CAEB
12071,SERASA
12072,"ARQUIVAMENTO DE PUBLICA«√O"
12073,"ALTERA«√O DE NÕVEL DE AG NCIAS"
12074,"SOLICITA«√O DE CERTID’ES"
12075,"PROTOCOLAR PROCESSO"
12076,"SERVI«O EXTERNO"
12127,"LICEN«A DE FUNCIONAMENTO/ALVAR¡"
12128,FGTS
12129,ITR
12130,"CADASTRO INSS"
12131,"SOLICITA«√O DE DOCUMENTO"
12528,"EMISS√O/ATUALIZA«√O DE PROCURA«’ES"
12724,"ENVIO DE OFÕCIO INSS"
13288,"PAGAMENTOS CARTOR¡RIOS"
12119,"CONTATAR CLIENTE"
12968,"CONCILIA«√O E REPASSE - FGTS E OUTROS FEDERAIS"
12969,"REMESSA DE GUIA DIGITALIZADA ¿ CEF"
12970,"REPASSE FINANCEIRO DA ARRECADA«√O"
12971,"TRATAMENTO DE INCONSIST NCIAS"
12972,"TRATAMENTO DE CORREIO/EMAIL"
12973,"TRATAMENTO DE OFICIOS PROAC/LPIE"
12974,"TRATAMENTO LISTAGEM - INCONSIST NCIAS DA ARRECADA«"
16436,"GERA«√O DE RELATORIOS - UTILIT"
16437,"GERA«√O DE RELATORIOS - TARIFAS SEFAZ SP"
16438,"GERA«√O DE RELATORIOS - CEDAE E SEFAZ SP"
21691,"RESPONDER BB ATENDE"
12979,"CONFECCIONAR CONTRATO"
13054,"CHEQUE ESPECIAL     "
13055,"CARTAO MULTIPLO"
13056,"CDC EMPRESTIMO"
13057,"CDC FINANCIAMENTO"
13058,"GIRO RAPIDO"
13059,"FINANCIAMENTOS COM RECURSOS DE TERCEIROS"
13060,"REESCALONAMENTO DE DIVIDAS"
13061,"REESTRUTURACAO DE ATIVOS DE MERCADO"
13062,"CREDITO FUNDIARIO"
13063,"CONSORCIO DE IMOVEIS"
13064,"CONSORCIO DE AUTOMOVEIS"
13065,"CONSORCIO DE MOTOCICLETAS"
13066,"CONSORCIO DE ELETRO-ELETRONICOS"
13067,"CONSORCIO DE SERVICOS"
13068,"FINANCIAMENTO IMOBILIARIO"
13069,"FINANCIAMENTO IMOBILIARIO - ESTOQUE BCOS.INCORP."
13070,"FAT PESSOA FISICA"
13071,GIRO
13072,"BANCO DA TERRA"
13073,"CUSTEIO AGROPECUARIO"
13074,"FCO RURAL"
13075,"INVESTIMENTO AGROPECUARIO"
13076,PRONAMP
13077,"PRONAF AGRICULTURA FAMILIAR"
13078,RENEGOCIACAO
13079,SECURITIZACAO
13080,"FINAME RURAL"
13081,"FUNCAFE RESPONSABILIDADE DO FUNDO"
13082,"ADIANTAMENTO A DEPOSITANTE"
13169,"DEMAIS PRODUTOS"
13083,"FEDERAL/SEM PAG"
13084,"FEDERAL/COM PAG"
13085,"RESPONDER SUBSÕDIO"
13086,"RECEBER AOF"
13343,"ABRIR PROTOCOLO"
17806,"TR¬NSITO INDEVIDO"
13135,"MOVIMENTA«√O FINANCEIRA"
13136,CADASTRAMENTO/MANUTEN«√O
16369,"PRORROGA«√O DE DATA FIM DE EVENTO E CAPTA«√O"
16370,"ELABORA«√O DE CONTRATO"
16371,"CADASTRAMENTO DO CONVENENTE/CONV NIO"
16373,"CADASTRAMENTO DE EVENTO"
16374,"RESGATE DE DEPOSITO EM GARANTIA DJO"
16375,"CONFER NCIA DOS RESGATES"
16376,"REGULARIZA«√O DE TED (DJO)"
13138,"TRATAR CART√O DE PAGAMENTO GOVERNO"
13139,"TRATAR LICITA«’ES-E"
13140,"GERA«√O DE OFICIO COBRANCA"
13141,"RECEBIMENTOS DE TARIFAS"
13142,"CONCILIA«√O DE CONTAS"
21690,"CANCELAMENTO E GERA«√O DE OFÕCIO"
23388,"SOLICITA«√O DE VIABILIDADE (ALVAR¡ MANUAL/FÕSICO)"
23389,"RENOVA«√O/EMISS√O DE NOVO ALVAR¡"
23395,"INTERV FINANCEIRA C/ RETEN«√O ICMS ¿S PREFEITURAS"
23396,"HAVERES DA UNI√O"
23397,"EMPRESAS CONV NIO 175866"
23398,"CONFIRMA«√O DE REPASSE"
23399,"CONFIRMA«√O DE VERACIDADE DE PAGAMENTOS"
23400,"REGULARIZA«√O DE REPASSES INDEVIDOS"
1292,"CART√O AFILIA«√O"
1294,"CART√O MUDAN«A DE DOMICÕLIO"
1295,"VISA VALE AFILIA«√O"
1296,"AFILIA«√O / ALTERA«√O / MUDAN«A"
1298,VAREJO
1299,ATACADO
1300,GOVERNO
1301,CHEQUE
1302,INTERNET
1303,"APLICA«’ES FINANCEIRAS"
1304,"CART√O DE CR…DITO"
1305,"CONTA CORRENTE"
1307,"CONTA POUPAN«A"
1785,"SUPER/RESEG - DOCUMENTAL"
1786,"CSO/AGENCIA - DOCUMENTAL"
1787,"SUPER/RESEG - ELETRONICO"
1788,"CSO/AGENCIA - ELETRONICO"
1319,CONTABILIZA«√O
12711,"CONFECCIONAR PARTIDAS DEPARTAMENTAIS"
12712,"CONFECCIONAR PARTIDAS MENSAIS"
12713,"CONFECCIONAR EVENTUAIS ACERTOS/ESTORNOS"
1320,"RECLAMA«√O / CONTESTA«√O"
3067,"PESSOA FISICA"
8202,"PESSOA FISICA"
8204,"ORIGINADA BANCO POSTAL (01.39.4)"
8358,"ORIGINADA BBTS (01.39.1)"
8359,"RENDA (01.39.3)"
8208,"PESSOA FISICA"
8290,"PESSOA FISICA"
9677,"AQUISI«√O CH FLUXO UNICO"
9678,"AQUISI«√O FGTS"
9679,"AQUISI«√O FGTS - CONV NIOS"
9680,"AQUISI«√O PMCMV - CONV NIOS"
9681,"AQUISI«√O SFH FLUXO UNICO"
9682,"AQUISI«√O SFI FLUXO UNICO"
9683,"BB IM”VEL PR”PRIO"
9684,"BB IM”VEL PR”PRIO - CONCENTRA«√O DE DÕVIDAS"
9685,"BB IM”VEL PR”PRIO - QUITA«√O DE DÕVIDAS"
9686,"CONS”RCIO AQUISI«√O PJ"
9687,"CONS”RCIO CONSTRU«√O - REFORMA"
9688,"CONS”RCIO IM”VEL RURAL"
9689,"CONS”RCIO MAIS DE UMA CARTA DE CR…DITO"
9690,"CONSORCIO PF FLUXO FASEADO"
9691,"CONS”RCIO PF FLUXO UNICO"
9692,"CONS”RCIO SUBSTITUI«√O DE GARANTIA"
9693,"MCMV - AVULSO"
9694,"MCMV - CASA PAULISTA"
9695,"MCMV - PLANO PILOTO"
9696,"MCMV - PLANO PILOTO - CASA PAULISTA"
9697,"MCMV - REPASSE"
9698,"MCMV - REPASSE - CASA PAULISTA"
9699,"MCMV - REPASSE IM”VEL NA PLANTA"
9700,"MCMV - REPASSE IM”VEL NA PLANTA - CASA PAULISTA"
9701,"PLANO PILOTO - AQUISI«√O FGTS"
9702,"PLANO PILOTO - AQUISI«√O FGTS - CASA PAULISTA"
9703,"PLANO PILOTO PR” COTISTA FGTS"
9704,PORTABILIDADE
9705,"PORTABILIDADE SEM INTERVENIENTE"
9706,"PR”-COTISTA FGTS"
9707,"REPASSE - AQUISI«√O FGTS"
9708,"REPASSE - AQUISI«√O FGTS - CASA PAULISTA"
9709,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA"
9710,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA - CASA"
9711,"REPASSE CH FINANC PROD"
9712,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
9713,"REPASSE CH PLANO PILOTO"
9714,"REPASSE PR” COTISTA FGTS"
9715,"REPASSE PR”-COTISTA FGTS NA PLANTA"
9716,"REPASSE SFH FINANC PROD"
9717,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
9718,"REPASSE SFH PLANO PILOTO"
9719,"REPASSE SFI FINANC PROD"
9720,"REPASSE SFI FINANC PROD - IM”VEL NA PLANTA"
9721,"REPASSE SFI PLANO PILOTO"
13815,"CASA VERDE E AMARELA - AVULSO"
13848,"PCVA - REPASSE"
11708,"AQUISI«√O CH"
11709,"AQUISI«√O FGTS"
11710,"AQUISI«√O SFH"
11711,CONS”RCIO
11712,PMCMV
11713,"PR”-COTISTA FGTS"
11714,DESATIVADO
12009,AVULSO
12010,DESLIGAMENTO
11736,"AQUISI«√O FGTS"
11737,"AQUISI«√O SFH"
11738,CONS”RCIO
11739,PMCMV
11740,"PR”-COTISTA FGTS"
12011,AVULSO
12012,DESLIGAMENTO
13823,"CASA VERDE E AMARELA - AVULSO"
11743,"AQUISI«√O CH FLUXO UNICO"
11744,"AQUISI«√O FGTS"
11745,"AQUISI«√O FGTS - CONV NIOS"
11746,"AQUISI«√O PMCMV - CONV NIOS"
11747,"AQUISI«√O SFH FLUXO UNICO"
11748,"AQUISI«√O SFI FLUXO UNICO"
11749,"BB IM”VEL PR”PRIO"
11750,"BB IM”VEL PR”PRIO - CONCENTRA«√O DE DÕVIDAS"
11751,"BB IM”VEL PR”PRIO - QUITA«√O DE DÕVIDAS"
11752,"CONS”RCIO AQUISI«√O PJ"
11753,"CONS”RCIO CONSTRU«√O - REFORMA"
11754,"CONS”RCIO IM”VEL RURAL"
11755,"CONS”RCIO MAIS DE UMA CARTA DE CR…DITO"
11756,"CONSORCIO PF FLUXO FASEADO"
11757,"CONS”RCIO PF FLUXO UNICO"
11758,"CONS”RCIO SUBSTITUI«√O DE GARANTIA"
11759,"MCMV - AVULSO"
11760,"MCMV - CASA PAULISTA"
11761,"MCMV - PLANO PILOTO"
11762,"MCMV - PLANO PILOTO - CASA PAULISTA"
11763,"MCMV - REPASSE"
11764,"MCMV - REPASSE - CASA PAULISTA"
11765,"MCMV - REPASSE IM”VEL NA PLANTA"
11766,"MCMV - REPASSE IM”VEL NA PLANTA - CASA PAULISTA"
11767,"PLANO PILOTO - AQUISI«√O FGTS"
11768,"PLANO PILOTO - AQUISI«√O FGTS - CASA PAULISTA"
11769,"PLANO PILOTO PR” COTISTA FGTS"
11770,PORTABILIDADE
11771,"PORTABILIDADE SEM INTERVENIENTE"
11772,"PR”-COTISTA FGTS"
11773,"REPASSE - AQUISI«√O FGTS"
11774,"REPASSE - AQUISI«√O FGTS - CASA PAULISTA"
11775,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA"
11776,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA - CASA"
11777,"REPASSE CH FINANC PROD"
11778,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
11779,"REPASSE CH PLANO PILOTO"
11780,"REPASSE PR” COTISTA FGTS"
11781,"REPASSE PR”-COTISTA FGTS NA PLANTA"
11782,"REPASSE SFH FINANC PROD"
11783,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
11784,"REPASSE SFH PLANO PILOTO"
11785,"REPASSE SFI FINANC PROD"
11786,"REPASSE SFI FINANC PROD - IM”VEL NA PLANTA"
11787,"REPASSE SFI PLANO PILOTO"
13806,"CASA VERDE E AMARELA - AVULSO"
13830,"PCVA - REPASSE"
11976,"AQUISI«√O CH"
11977,"AQUISI«√O FGTS"
11978,"AQUISI«√O SFH"
11979,CONS”RCIO
11980,PMCMV
11981,"PR”-COTISTA FGTS"
13812,"CASA VERDE E AMARELA - AVULSO"
13843,"PCVA - REPASSE"
11982,"AQUISI«√O CH FLUXO UNICO"
11983,"AQUISI«√O FGTS"
11984,"AQUISI«√O SFH FLUXO UNICO"
11985,"CONS”RCIO PF FLUXO UNICO"
11986,"MCMV - AVULSO"
11987,"PR”-COTISTA FGTS"
12077,"AQUISI«√O FGTS - CONV NIOS"
12078,"AQUISI«√O PMCMV - CONV NIOS"
12079,"AQUISI«√O SFI FLUXO UNICO"
12080,"BB IM”VEL PR”PRIO"
12081,"BB IM”VEL PR”PRIO - CONCENTRA«√O DE DÕVIDAS"
12082,"BB IM”VEL PR”PRIO - QUITA«√O DE DÕVIDAS"
12083,"CONSORCIO - INTERVENIENTE QUITANTE"
12084,"CONSORCIO - QUITACAO DE FINANCIAMENTO"
12085,"CONSORCIO - RESSARCIMENTO"
12086,"CONS”RCIO AQUISI«√O PJ"
12087,"CONS”RCIO CONSTRU«√O - REFORMA"
12088,"CONS”RCIO IM”VEL RURAL"
12089,"CONS”RCIO MAIS DE UMA CARTA DE CR…DITO"
12090,"CONS”RCIO SUBSTITUI«√O DE GARANTIA"
12091,"MCMV - CASA PAULISTA"
12092,"MCMV - PLANO PILOTO"
12093,"MCMV - PLANO PILOTO - CASA PAULISTA"
12094,"MCMV - REPASSE"
12095,"MCMV - REPASSE - CASA PAULISTA"
12096,"MCMV - REPASSE IM”VEL NA PLANTA"
12097,"MCMV - REPASSE IM”VEL NA PLANTA - CASA PAULISTA"
12098,"PLANO PILOTO - AQUISI«√O FGTS"
12099,"PLANO PILOTO - AQUISI«√O FGTS - CASA PAULISTA"
12100,"PLANO PILOTO PR” COTISTA FGTS"
12101,PNHU
12102,PORTABILIDADE
12103,"PR”-COTISTA FGTS"
12104,"REPASSE - AQUISI«√O FGTS"
12105,"REPASSE - AQUISI«√O FGTS - CASA PAULISTA"
12106,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA"
12107,"REPASSE - AQUISI«√O FGTS - IMOVEL NA PLANTA - CASA"
12108,"REPASSE CH FINANC PROD"
12109,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
12110,"REPASSE CH PLANO PILOTO"
12111,"REPASSE PR” COTISTA FGTS"
12112,"REPASSE PR”-COTISTA FGTS NA PLANTA"
12113,"REPASSE SFH FINANC PROD"
12114,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
12115,"REPASSE SFH PLANO PILOTO"
13820,"CASA VERDE E AMARELA - AVULSO"
13858,"PCVA - REPASSE"
11988,"AQUISI«√O FGTS"
11989,PMCMV
13825,"CASA VERDE E AMARELA - AVULSO"
21692,"AQUISI«√O CH FLUXO UNICO"
21693,"BB IM”VEL PR”PRIO"
21694,"BB IM”VEL PR”PRIO - CONCENTRA«√O DE DÕVIDAS"
21695,"REPASSE PR” COTISTA FGTS"
21696,"REPASSE SFH FINANC PROD"
21697,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
21698,"REPASSE SFH PLANO PILOTO"
12386,CADASTRAMENTO
12387,ACOMPANHAMENTO
12670,"AQUISI«√O CH FLUXO ⁄NICO"
12671,"AQUISI«√O SFH FLUXO ⁄NICO"
12672,"AQUISI«√O SFI FLUXO ⁄NICO"
12673,"BB IM”VEL PR”PRIO"
12674,"CONS”RCIO PF FLUXO ⁄NICO"
12675,PORTABILIDADE
12676,"PORTABILIDADE SEM INTERVENIENTE"
12677,"PR” COTISTA FGTS"
12678,"REPASSE CH FINANC PROD"
12679,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
12680,"REPASSE CH PLANO PILOTO"
12681,"REPASSE SFH FINANC PROD"
12682,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
12683,"REPASSE SFH PLANO PILOTO"
12684,"REPASSE SFI FINANC PROD"
12685,"REPASSE SFI FINANC PROD - IM”VEL NA PLANTA"
12686,"REPASSE SFI PLANO PILOTO"
12748,"BANCOS INCORPORADOS - MIP - MORTE OU INVALIDEZ PER"
12749,"BANCOS INCORPORADOS- DFI - DANOS FÕSICOS AO IM”VEL"
12750,"FGHAB MIP - MORTE OU INVALIDEZ PERMANENTE"
12751,"FGHAB DFI - DANOS FÕSICOS AO IM”VEL"
12752,"FGHAB PERDA DE RENDA"
12753,"FGHAB PERDA DE RENDA - RESSARCIMENTO"
12754,"FGHAB RTCP - REDU«√O TEMPOR¡RIA DA CAPACIDADE DE P"
12755,"FAR PNHU MIP - MORTE OU INVALIDEZ PERMANENTE"
12756,"FAR PNHU DFI - DANOS FÕSICOS AO IM”VEL"
1226,"CONS”RCIO PF FLUXO UNICO"
1227,AQUISI«√O
1233,"AQUISI«√O SFH FLUXO UNICO"
1234,"AQUISI«√O SFI FLUXO UNICO"
1235,"AQUISI«√O CH FLUXO UNICO"
1973,"PASTA M√E"
2030,"MINHA CASA MINHA VIDA"
2082,PORTABILIDADE
2102,"REPASSE SFH FINANC PROD"
2103,"REPASSE SFH PLANO PILOTO"
2154,"BB IM”VEL PR”PRIO"
